"","movie","rating","review_header","review"
"1964","Joker",7,"OK film","Do not really understand all the tens here. Sure, a good movie, good acting, nice shooting. But the plot is not so intriguing. At times it is really long and somewhat boring. I needed to double-check the genre to see if this is a drama or what. Crime, drama, thriller it said. I would put it maybe 90% in the drama and rest in thriller.I miss more dialogue, more depth, more substance. The plot is really not more then a somewhat crazy person becoming a bit crazier. Sure there is an undertone in that it is society and the system and the mean character of people that is bringing him down and creating the evil beast which later wants to destroy everything. Absolutely, but I think it is not intriguing story and plot and dialogue enough to give this a ten.Worthy of watching, yes. But not amazing"
"1965","Joker",9,"Don't (forget to) smile.","Joker is directed by Todd Philips and stars Joaquin Phoenix as Arthur Fleck, a man disregarded and thrown out of society.We live in an era in which formulaic comic book movies are more and more common. Joker not only proves that you can make a comic book movie without a villain but also proves that comic book movies can be used as psychological studies reflecting on how our society views and treats mental health issues of certain individuals.If I had to describe Joaquin Phoenix as the Joker in one word it would be mesmerising. His take on the iconic comic book character is filled with emotional depth to the point where it's almost painful to watch and flawlessly realistic making it one of the best performances of the decade.The cinematography is also something to note. It is full of gorgeous shots with a beautiful colour palette making it's shot composition and structure heavily differ from most comic book films.The score is very minimalistic but every time it comes on it feels unsettling and haunting which adds to the suspense of the story.My biggest and only issue with Joker is that it's too inspired by Scorsese's King of Comedy and Taxi Driver making the majority of the film predictable. However, making it predictable didn't take away much from its quality and only made it more unsettling because we can see the degradation of Joker's mind before it happens making this film more depressing.I wouldn't really call Joker a comic book movie. Yes, it's based on a comic book and depicts arguably the most iconic comic book character of all time, but it stands alone among dozens of its predecessors as a psychological drama that reflects on society and its issues rather than a fantasy world.Overall, Joker is a brilliant take on the character, however, it's not for the faint of heart or narrow-minded and prejudiced people.Final Grade - 9/10"
"1966","Joker",7,"Is it great? I don't know.","When I heard everyone saying that this is the film of the year and all the reviews flooding in with 10's, I was quite hyped and excited for this movie. When I walked out of the cinema, I felt hollow and empty.Before I continue writing, let me say this, This is NOT the film of the year nor is it a real masterpiece. The cinematography is excellent and the acting is incredible, that's just it. The side-characters are bland and overly dramatic. The plot heavily relies on plot-twists and the film is so harsh that it actually falls flat on it's face.Are there no good points though? Phoenix is phenomenal and the score is great. The cinematography is also incredible but the plot is not that great at all. It even has plot holes and scenes that left me empty.Film of the year? Nope."
"1967","Joker",10,"BELIEVE THE HYPE","Joaquin Phoenix gives Heath Ledger a run for his money, true story. This is not a popcorn fluff comic book flick. DO NOT TAKE YOUR KIDS TO SEE THIS MOVIE. Shut down all ballots for the Oscar, Joaquin is taking that one home hands down. One of the best origin stories EVER put out. The only downside to this movie, is that it is a stand alone film that will have no sequels or ties to the DC Universe. Todd Philips take on the Joker is one of pure brilliance and Joaquin Phoenix was the Joker we deserved. He didn't steal from Jack or Heath but yet you got a taste of both."
"1968","Joker",NA,"Yikes. THIS is people's ""best movie ever""?","The recurring themes of so many of the 10 star reviews here should tell you a lot about this movie and its audience. If you can't get through a movie review without tossing in one or more claims that ""THIS movie is so much better and smarter than YOUR superhero movie"" (or even basing your entire review around this premise), then I hate to break it to you, but kid, you're nowhere near as intelligent and grown up as you think you are. This ""my comic publisher is better than yours"" BS should have been left behind on your grade school playground, it has absolutely no relevance to the quality of this movie, and your opinion of this movie should be considered highly suspect if you're in this group.I gotta say, if this movie was also your idea of the most perfect film ever made, you really need to get out more. Look, I get it. If you live in a safe little box where all you watch are superhero movies and mainstream blockbusters then I understand how exposure to themes like this for the first time would seem new and exciting to you, and I think we can all agree that this is probably the best DC Comics related movie in the last decade or so (though that's not a high bar to meet) and of course Joaquin Phoenix is a very talented actor, but stop and take a step back and look at this thing.Joker does indeed present a theme that is of importance to our society, that of the neglect and demonizing of the mentally ill to a degree that sometimes creates monsters which everyone around them should have seen coming a mile away if they hadn't been too busy looking away to avoid feeling uncomfortable. Unfortunately, reminding us all of the fact that this situation still exists is all this movie really has to say. It dances around important subjects like ""HEY KIDS, CLASS INEQUALITY!"", but then never offers any actual insight into them, usually because it's too busy making forced Batman references or dropping cringey little edgy moments like the ""Don't smile"" sign scene which seem to have been designed solely to have something for Hot Topic to print a new t-shirt of. Between that and every single plot twist being telegraphed so very far in advance because a lot of us have seen all these exact same twists so very many times before, I just wasn't impressed.Perhaps if this had been an actual stand-alone movie of its own instead of being shackled by its completely unnecessary ties to the Batman universe it could have done something more interesting with its themes. Don't get me wrong, I don't have any problem with superhero movies, but it just feels so gratuitous here, as if someone came up with this idea, pitched it to an executive, and was told ""sounds great, but can you make it a Batman movie somehow?"", and I'm sorry, but I'm just not into a movie trying to tell me a half-hearted, yet dead-serious speech about mental illness in modern society while simultaneously constantly reminding me that it's technically a superhero movie because $$$"
"1969","Joker",10,"Masterpiece.","The music. The intense. The realism. The performance. The story. Such a perfect combination of everything. I never felt that a character like joker could be real until I saw this. Phoenix shows us what a joker is in our society and shows us how power can be obtained. Philips on the other hand had the perfect choice of music, camera angles, lighting and every important factor. Overall, I did not expect the story to be this perfect. Too many shocking turns happened and it really does represent today's society. If I was in the first screening, I would have applauded for 80 min not 8."
"1970","Joker",6,"OMG - Am I getting old or are people getting more stupid","I was so hyped up to see this movie, loved the trailer, only movie I have wanted to watch in the cinema for a very long time.I watched it and was bored. the astectics were amazing, music was good, story and execution was meh. the performence of the joker was a good performence but people raving about this are driving me mad. either you have not seen many movies or I have seen too many. this movie was bang average and was actually boring. I was thinking about leaving half way through as I was bored out of my mind.I do not regret watching it but it is being so overhyped that I am so confused right now. I think it had a good premise but could have been so much more, so much more.Signs of a great movie is the repeat viewing of it or it moving you, did not move me whatsoever and I would not watch it again.I thought maybe people are getting paid to write good review but have actually met people who think it is the best movie ever.... OMGGGThis movie is bang average and way overhyped.
phenoix performence is good but as the story and execution is so bad, I feel he never even touched the higher spectrums of performence.I have experienced and seen worse in my life, if this made you feel, you are (i hate this word but have to use it) a snowflake. Please get off social media and live life.there is a real world out there."
"1971","Joker",3,"Miserable and Unpleasant Slog of a Movie about Nothing","BREAKING NEWS: Killer clowns are back! But this time they're not pranksters mimicking Pennywise to scare the sh*t out of people for viral memes; they're ""incels"" threatening to gun down everyone who chooses to take their date to this dour, depressing, demented movie.If this Joker were the one featured in Nolan's marvelously entertaining Dark Knight, I doubt any of your skinny lonely drugged-up psychos would be rushing to hail this guy as his hero and inspiration.Ledger's Joker is brilliant, manipulaitve, and consumed with an infectious, and sometimes charming, confidence. Phoenix's Joker is dumb, depressing, and insecure. Ledger makes things happen. Things happen to Phoenix. The Joker controls events in Dark Knight. Events spiral out of control in Joker.There is no fun in this movie, no great action set pieces, no hint of hope or optimism. It's a two hour slog of watching a miserable man drive himself insane until he starts murdering people. Then seemingly everyone goes insane because ""they've had enough!""Change the name of this movie to Arthur, eliminate the very few references to the Batman universe, and I doubt you'd think this was an origin story to the Joker we all know and love. Maybe this Joker is the closest to what the Joker would resemble in the real world...which is perhaps why this movie is so awful. Who wants that movie?There are plenty of good character-driven films of mentally disturbed individuals who spiral out of control. There are plenty of good dark gritty super hero movies. This is neither of them."
"1972","Joker",10,"Requiem of a broken man","The perfect portrait of a decline to insanity""
& Joaquin Phoenix portrays this flawlessly in a performance of a lifetime.
Choreographed impeccably by Todd Phillips & is nothing short of breathtaking.
The cinematography & backdrop ideology of such an original film for such a complex character is only complimented by the superb soundtrack & acting. A hauntingly beautiful film & A Definate 10/10.
Edit: Bring on part 2 plssssss!. We all want it!."
"1973","Joker",2,"Beware of anyone who hails this as ""a masterpiece"".","Simply put, this movie is no masterpiece and if you think it is, you need to see WAY more movies. And by way more movies, I mean movies that aren't superhero movies. The funny thing about all the people who call this movie ""a masterpiece"" is that they can't qualify that claim in any way. Try it for yourself - ask the next person you talk to about Joker why it's a masterpiece. If you're lucky, you might get a response that goes as deep as them saying something vague about the writing and directing being amazing. Ask them to explain that. I guarantee you they won't be able to. This movie is one note, from beginning to end. Joker is crazy at the start, and crazy at the end. There is zero nuance, subtlety or character development. He simply goes from being crazy to crazier. It is cynical, lazy and a dull retread of the REAL masterpieces (like Taxi Driver and King of Comedy) from which it shamelessly steals (poorly, I might add). Beware of anyone who calls this a masterpiece, they have zero understanding of cinema."
"1974","Joker",10,"Brilliant. And best joker I've ever seen","Phoenix convinces me that he has always meant to be the joker. The movie went beyond my expectations, so many emotions went through me these couple hours. I think because its rated R, Phoenix was able to unlock jokers full psychotic potential as the character he is meant to be. This was an AMAZING story, and it calls for more. And I mean a build up, a second movie, maybe one with batman? My hopes are too high at this point, but nevertheless, brilliant goddamn movie and THE BEST joker ever played hands down."
"1975","Joker",10,"Movie of the Decade","The pool does not need the money. They need the dignity and respect, coz that is what it takes to be a human. If you don't have that, money will only be a reminder of them being a ""good boy"". Like some politicians, they feel so frustrated when people from the lower class does not accept their funding champions. In this movie, through joker's life, I begin to get it."
"1976","Joker",10,"CLOWN PRINCE OF CRIME has arrived","10/10 Amazing story, Brilliant taking, magnificent cinematography.
Someone had to step out of the safe game played by Superhero movies and Joker movie does just that (also The Boys). Movie is gritty, real, insanely dark and sometime quite disturbing to people who don't want accept what's shown in the movie is a terrible reality we face everyday if refused a proper care.
Normally people start to compare the movie with one of the greatest like The Dark Knight and in acting wise to that of Heath ledger's Potrayal of joker.
I wouldn't say this movie is better that that or otherwise , but it will stand tall amongst the greatest like The Godfather, Taxi Driver, Citizen Kane, The Dark Knight.
Coming to the inevitable comparison of who's the better Joker? Heath or Joaquin. The answer is Both did a phenomenal job and the Joker character itself is fortunate to have being played by two greatest actors.
Definitely a top contender for Oscars. I personally think it would take away
1.Best Actor 2.Cinematography 3.Original score and if Once Upon a time in Hollywood loses in Make-up and hairstyling category it would definitely be to The Joker."
"1977","Joker",1,"I feel like everyone is brain washed","I thought this movie was complete and utter garbage. I don't understand why people liked this movie so much. The character doesn't even stay true to the comics and the director flat out said it didn't, and then they made it seem like it was part of Gothams fall and he was just a little boy that had a laughing problem... Hated it"
"1978","Joker",1,"I don't get it","Yes Joaquin's performance is good and the cinematography is pretty but otherwise I do not get all the hype about this movie.Not for a long time have I felt like I would be better off leaving the cinema than staying and getting my money's worth.For something that was supposed to be gritty and real it had a lot of convenient scenes to help push the plot along.Very disappointed."
"1979","Joker",10,"The Rise of the Joker!","Joaquin' portrayal of a sociopathic, mentally unstable man's transformation to the iconic Joker was non other than a grippingly accurate, realistic and touching rendition. A dark and disturbing character piece led by an Oscar worthy performance by Joaquin Phoenix. You really do feel bad for this guy, which makes it all the more heartbreaking when he inevitably becomes the clown prince of crime we all know and love, although we've never seen him like this. We see him suffer throughout the movie to the point we're almost rooting for himk to become a mass murdering psyco clown, because that at least will make feel better; then it happens and we just wish this could have all just been avoided, because es so messed up. We feel for him and care about him. By the time he's the joker, we wish we could've helped him. There's a lot of great nods to the greater Batman universe, yet the movie is a self contained character piece. That can only be the mark of a great movie. All the acting is great, the plot (while similar to Taxi Driver) is brilliant and the quality of the movie shows you don't need CGI super powers to be a great villain in a Superhero movie. Is a joke not everyone gets. This movie is ""the rise of the Joker!"" 10/10"
"1980","Joker",3,"I made an account just to rate my disappoint for this film.","I was expecting a masterpiece and oscar worthy film from all the hype.
I actually didn't enjoy watching this movie.
there was no message, it was slow and the joker turned out just to be the son of a schizophrenic and went crazy over a slight amount of bullying. I don't see how anyone could relate to this character and the laughing is lame acting way overdone.
I'm just stunned that this has a 9/10 rating right now, how the hell?"
"1981","Joker",10,"Stunning","One of the best movies in these few years and 100% Oscar worthy
Joaquin Phoenix delivers one of the best performances I've ever scene"
"1982","Joker",NA,"A Represintation of a Real Life Joker.","This movie answers this question...what will the Joker be if he was a real life character ? A great deep and moving story, a life journey of a man who's suffering from some psychological issues and how neglect, bullying and rudeness by other human being can push a man to complete madness.Although it's not accurate to any comic book adaptation or any TV series or movie before it, yet it's a fresh and unique take on the character of the clown prince of crime from a realistic approach and I believe with Joaquin Phoenix amazing performance as the Joker in which he managed to bring a real life look-alike early version of the Joker which although is not comic book accurate but I feel it's a very decent foundation for Joker 2 which should be more true to heart of the original version of our lovable villain.The movie is over all a great piece of filmmaking in all of its aspects. From the plot which was very interesting, believable and many can relate to it, through the acting which was impressively splendid to the directing which was outstanding. My main take on the movie is the lack of any positive lead character, I know we live in a tough world which full of negativity but there are some positive examples here and there and to shed some light on one or two characters in this movie would've been a nice positive thought.The Joker movie can be misunderstood by many thinking it'll inspire crime and violence but I believe on the contrary that many who go through hard life will feel sympathy for the Joker character, others will even relate to his misery and may justify his actions. I believe the movie is meant to be a wake up call for many! A lot of people daily suffer from bullying, racism, hate crimes or neglect and sometimes they go through worse, we should take a deeper look at our actions and know that - aside from money and authority - we are all equally humans, we should treat one another the same way we expect to be treated."
"1983","Joker",10,"Saw it tonight and had to make an account so I can tell everyone how good it is","Seriously, unbelievable. Dare I say better than Heath Ledger? If Joaquin Phoenix doesn't win the Oscar for best actor and 'Joker' doesn't win at the VERY least, best screenplay, it will be one of the biggest Oscar snubs of our time"
"1984","Joker",10,"Anyone who rates this movie poorly clearly doesn't appreciate cinema","While the trailers for this movie have may seemed like there was potential for an action packed movie, this movie, clearly before it came to theaters was intended to be a progressive character study. You shouldn't go into this movie expecting intense action or the joker we know of the past. This is a movie about how Arthur Fleck becomes the Joker.I have seen so many bad reviews about how boring or slow the movie is, but I believe it was utter perfection. The first part of the movie we begin to understand Arthur as a person. All of his interactions with everyone in his life, be it good or bad. The whole point of a character study is evolution. And this is far and away one of the greatest evolutions of a character I have ever seen in a movie.Joaquin Phoenix's performance is by far the best acting I have seen in a movie possibly in the last few decades. We see a challenged person be challenged by society and it completely breaks him down over time. And Joaquin isn't acting, he is evolving all throughout the movie. If anyone thinks he doesn't put on an Oscar winning performance, they're out of their effing mind. Yes, the movie is slow to start, but it has to be. We couldn't just jump into the joker and all the chaos. We need to know where it came from to begin with.The whole compilation of the movie is amazing. The complete Oscar deserving performance of Joaquin, the choreography, the cinematography, the score. Everything is in perfect harmony. While there may have been a lot of controversy surrounding this movie, the team put together a perfect movie and I pity those who can't appreciate the tears and sweat and emotion that went into making this movie.I have always been so one sided in my movie preferences between Marvel and DC. I feel like Marvel is sooo much better overall and most movies DC puts out are trash. But Joker is far and away my favorite comic movie. Even though it takes a completely different spin on comic movies. You have to appreciate the evolution to appreciate this movie. It's not an action movie, but it's really rips and tears at all the emotions in one movie while adding a wild suspenseful kick. No other comic book movie has done that before."
"1985","Joker",1,"So overrated/overhyped","Don't waste 2 hours of your life this movie is the baddest i've seen in a long time. Crappy writing and no good storyline...it was boring. I went to the pay counter to ask my money back for the 2 hours of torture...they can't do people like this. And for all the people with 10/10(the reason why i went) you're a  joke."
"1986","Joker",1,"Who's the real joker?","I don't understand the high ratings. I went to the cinema with high expectations, only to discover that the movie was slow as anything and was almost finished before the first killing happened. It was a dreadful time having to wait for something to happen.
But yes, once the movie was finished and I finally walked out, I got the cosmic joke; I was the joker, trusting the reviews and leaving disappointed in disbelief I actually paid for watching it."
"1987","Joker",10,"Astonishing Masterpiece","What an incredible ride this was. I was almost motionless throughout, watching in awe the performance of a lifetime - the transition from troubled man to monster, the hounding score which directly drove the goosebumps, the cinematography which made you feel like you were flying through Gotham looking for Arthur yourself and the masterful De Niro who gave his nod to Jerry Lewis. Ignore DC. Ignore Batman. This is a work of art in its own right."
"1988","Joker",1,"2 hours full of bad , bad mood.","Joaquín Phoenix's unconvincing laughing, and looking like a beaten dog had brutaly ennoyed me after 5 minutes.
The world is mean and bad, and you can only be bad and hit back. Chaos, anarchy, whatever .. inspires bye a clown who killed 3 bullies.
More of this stupid excess of brutality in the name of... what?
Yes. It is the same director as in the hangover 3.
I don't want to be a partir of this.
Brutal and boring."
"1989","Joker",1,"Joke's on You","This film is about mental illness. Specifically, a mental illness called creative diarrhoea. In the film, a band of Hollywood's most insipid producers, writers, directors and other such riffraff suffering from this ailment got together for a group therapy session, in which the therapist, a Hollywood mogul, had them 'let it all out', gathered the refuse and flogged it off for a few hundred million dollars.Seriously though, there is sooo much wrong with this movie. I won't even start with how I knew that a Joker sob story had no hope of (artistic) success, nor with why I went I went to see it anyway. I'll start by pointing out other reviewers' observation that this is not even the Joker. He's not suave, he's not witty, there are no lethal gimmicks, no morbid jokes, no anarchism, and he isn't a criminal mastermind. He's just a loser that goes off on a school shooter streak.Secondly, this is not, as I said earlier, a film about mental illness. It is a mockery of it, cashing in on the increasing awareness about mental health. There is not one concept about psychosis or other mental health problems judiciously explored in the movie (an illness which causes the sufferer to laugh in inappropriate situations? Seriously?!). All you're getting here is a downtrodden loner being subjected to beatings and injustices designed to spark indignation in the viewer, then going off on a murder spree.With regards to the much-praised acting, it's a mystery to me how anyone could have come to a judgement of Phoenix's theatrical achievement based off such an asinine script, because I can't. Not that you should devote an iota of attention to any of these positive reviews, because I'm fairly confident that there is some large-scale review rigging going on.The plot is one dimensional and juvenile, the dialogue as engaging as a monotone nursery rhyme and the character development shallow. There were goofs left right and centre, like revolvers with zero recoil and 8 bullets. Why did Arthur keep dancing? Why did we need to see Arthur fondling himself? Why is he so emaciated? Why so much smoking? I watched so many close-ups of cigarettes burn out it makes me wonder if the film was sponsored by the tobacco industry.The two positives in the movie for me were firstly, the final talk show scene, littered though it was with imperfections like the rest of the movie, which did have me sitting a little less slouched in my seat. Also, there were some interesting theories presented tying the Joker with the Batman.With the bar set so high by The Dark Knight, no director seeking artistic acclaim will go near the Joker for many years to come, maybe ever, but on the other hand, the Joker character has been rendered a boon for Hollywood opportunists, and this is the second time we've seen the character butchered in a low effort high budget money maker. This one will be forgotten quick, but I don't know how long it will be before the Joker himself recovers."
"1990","Joker",1,"just a joke,the movie.","I'm keeping it short, the movie sucks.Yes, I know there's a need to build character and crap, and I think it's important for any good movie.Same goes with this, I get it Joker was a troubled man, I get his frustration, but I don't need 2 hours of the movie telling me the same crap over and over again.Give the guy an Oscar for performance but throw this movie into the trash right after."
"1991","Joker",1,"Garbage hype","I have never left a review for any title, good or bad but this is such a piece of garbage that I registered an IMDB account just to vent my opinion.
I want these 2 hours of my life back"
"1992","Joker",10,"Stop comparing it with Endgame","Joker is literally an achievement in cinematic history there's no doubt in that ! But why people comparing it with Endgame ? Both movies have their own ways and they are completely different. Endgame was the best at its genre. Talking about Joker ... What can I say ... A beautiful presentation of storyline , direction , screenplay was all at its peak of greatness ... Heath ledger smiling down to earth :)"
"1993","Joker",7,"Kind of a letdown....","The reviews here are making this film out to be far better than it actually is. Don't get me wrong, technically, it is extremely well done and Phoenix's performance is really quite extraordinary (he is definitely looking at an Oscar nomination), but despite excellent writing, acting and direction........the film is kinda boring.It had its moments, and, sure, it has some very disturbing elements but....If I had a watch, I would have looked at it many times as what this film lacks is...excitement.The final act is most excellent, but it felt like it took forever to get to it."
"1994","Joker",10,"THIS IS HOW A DC MOVIE SHOULD BE!","This movie is a masterpiece! It absolutely epitomizes what a DC movie should be. Dark, emotional, thought provoking, not just action action action. One of the best movies I've seen in a long time.Critics have definitely lost touch with the public and should be ignored on this one. Do yourself a favor and watch it!And remember to be good to one another. You dont know what someone else is going through."
"1995","Joker",9,"Joker's laughter is no joking matter","Writer-director Todd Phillips's new movie ""Joker"" appeals to me on multiple levels, primarily by offering an engaging story, strongly rooted in believable reality, related to audiences mainly by opposing protagonist's prevalent dark depressive moods while using often optimistic soundtrack and sound editing, shallow nonetheless rich visuals, angles and framing, theatricality augmented through expressive costumes, props and sets, but most impressively via great principal performances and acting choices made by Joaquin Phoenix in the lead as a title character (under proper fictional name Arthur Fleck), whose sudden uncontrollable and seemingly inappropriate laughter (justified as a medical condition) easily counterpoints the (painful need for) outcry from Gotham (read: any) City masses, hurt and deprived by injustices of their quotidian existence, as well as by Robert De Niro in a quintessential supporting role of a TV-comedy show host Murray Franklin (both worthy of the end-of-the-year acting award considerations), and by setting believable pre-course for the future adventures of the most realistic DC Comics character, the Batman (not a superhero at all, with his extraordinary capabilities rather resulting from his physical fitness and skills combined with high technology employed), who appears here only as a young boy, and whose later adult activities could be understood as largely driven by what has happened to his parents in the final scene of this movie, an event directly inspired by actions of Joker, henceforth his future main nemeses."
"1996","Joker",10,"Perfect","Creative actor Joaquin creativity embodied the role of the Joker film deserves more than 10"
"1997","Joker",1,"No.. Just... no.","I'm making sure to give this movie 1 star because it's definitely not a 8.9 - that's a lie.Joker is not an amazing movie. It's far from great. More to the boring side.It lacks plot twist and focus too much on character development. How many times someone needs to get punched in the face before they go crazy?He suffers, gets fired, has a mental illness, nobody loves him, he's sad and he cries and he laughs and he laughs again. And he kills some people, and that's it, that's the movie."
"1998","Joker",10,"Oscar Sooner or later","W.O.W!!!
What can I say about how brilliant Phoenix act performance is ??
In shortcut,movie of the year <U+0001F4AF>/<U+0001F4AF><U+0001F44F>"
"1999","Joker",10,"Best DC movie since The Dark Knight Rises","DC can STILL give us a compelling movie. Wasn't quite hyped about it, I mean, an origin story of a villain made by the director of Hangover movies; what could I even expect? Then, the reviews started to drop. Still wasn't sure if I would like it. And after I saw it, it was way better than I thought it would be. I won't call it a masterpiece, but it definitely is on my top 3 DC films of all times!Good : There's hardly anything bad about Joker. Joaquin Phoenix does a great job of bringing the character into life. Rather than a typical superhero/supervillain origin story, we get to see a psychological drama + horror, and thank God, we got that. I love the genre, I love films like Infinity War, Days of Future Past, Endgame and Raimi's Spider-Man. But occasionally, it's really good to take a break from such films. It's, kind of, in the category of films like Unbreakable. Basically, the movie is (no spoilers ahead) Arthur, being tormented by the society and being a mentally unstable loner, loses his mind after the constant torment and after that, all hell breaks loose. That's all the movie shows. It would be quite difficult to give a really good story for a plot like this, since there are many movies with this kind of plot (awfully crappy ones included). I completely liked this movie, means the screenplay and direction worked for me. You can feel for Arthur, whenever the movie asks you to. You want to root for Arthur, but you know that it will mean some incredibly terrible things will happen. We see him slowly transition into Joker, and when he completely turns into the Joker it is worth a round of applause. We feel good as well as terrified with the actions of the Joker whenever he snaps and crazy stuff happens. Without getting into spoilers, I would say - in short - that it has many quotable lines and each of them make sense. Whatever Joker (a psychopath) says is more realistic than what a sane person says. And obviously has some sick, terrifying and gruesome Joker moments that a proper Joker movie should have. If it's not clear by the trailers, there's no Batman here. But (again, no spoilers) it does have some Batman references to support the movie. It could've created a mess and might have felt like a shoehorned plotline, but it plays out as a proper support for the main story and the transition of Arthur into Joker.Mixed : It is a good thing that the movie has a 70s psycho horror vibe to it. But, it could've been more original. Like many others have pointed out, it's similar to Taxi Driver by Scorsese. While it wasn't a copy and paste of Taxi Driver, but some parts make it obvious that the movie was inspired by Taxi Driver. Not necessarily a bad thing, the movie has the elements as a homage-ish way, but looking at how well made it was, it could've been slightly more original. And, it may feel a bit slow for some people, though it's worth your time.My take on the controversy : It can happen that some morons might watch this film and cause violence. It can happen with any violent movie. But, even though it justified the Joker's actions, it doesn't show them to be right. Speaking of violence, it's just psychologically compelling horror. It's less violent than Deadpool, but feels more violent as it's a serious movie. So, glorification and siding with a psychopath is a complete and total nonsense.Conclusion : It's a must watch. You don't need to follow any of the DC movies to understand it. But do not expect it to be a typical superhero action film with CGI battles and a spectacle. Wrong expectations might ruin the experience. Else, I found it to be better than The Dark Knight Rises. And TDKR is one of my favorites in the genre. If a Nolan movie is replaced by another movie in my list, you may consider it to be great. One last thing, people causing violence because of Joker would be equivalent to The Good, The Bad and The Ugly inspiring three people to have a gun duel for some gold.Rating:Score : 10/10Grade : A+"
"2000","Joker",10,"Mesmerizing","The ending is what matters in a movie. And this movie has a kind of ending which would leave many speechless. It's indeed a masterpiece:)"
"2001","Joker",10,"BEST MOVIE OF THE YEAR","The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!!"
"2002","Joker",3,"Over-hyped, overacted with no proper entertainment - The Millennial Joker","Absolute disappointment. I believed the hype like a fool. No person that actually saw it told me it was a good movie, just the stupid reviews. It's so cringe, with nothing actually happening except Phoenix smoking and dancing around. There is no action, no substance, no humor. Everything is so cringe and overacted.
I suppose if you like those independent movies at TIFF or Cannes this is something for you. If you actually wanna be entertained and see The Joker from the DC, this is not it.
Best description is millennial joker. Society is mean to him, nobody gives him anything so he cries and complains about it to get attention. When none is given, he starts killing."
"2003","Joker",7,"An amazing movie","This film is incredable. I watch it over and over, now it's three times"
"2004","Joker",10,"First time writing a review... that's how good this is","Please go watch this movie! This is the first time I've ever wrote a review on this app and I've been using it to read reviews for years! That's how good this film is. Very dark, grimy and disturbing, exactly how an origin film about the joker should be. I have no doubt it will win multiple oscars. Do yourself a favor and go see it!!!"
"2005","Joker",3,"Overrated and badly directed film with a misleading title","Joker is basically the lite edition or postmodern version of Fight Club or the Scorsese films it lifts from. It's interesting to see how easily words like masterpiece and groundbreaking are being used for this, and that is the one joke that this movie successfully pulls off. It's just a whole lot of self-seriousness and posturing and is essentially hollow. It pretends to say a lot but ends up saying very little or nothing at all, not about the character nor about the society he's part of.It is also 'Joker' only in name and has very little to do with the super-villain. I'm all for a different interpretation and even an origin story for the joker but this movie fails to recognise or capture his spirit. Even 'Proto-Joker' doesn't quite do it justice, and I can think of a dozen more suitable titles e.g. Arthur, The Untalented Mr. Fleck, Smoker, Poser etc. Infact he's more akin to a less dangerous but also mentally unstable villain like Ratcatcher or Calendar Man though just with a clown theme, and is not even close to embodying the joker's extreme form of nihilism. It's not that it has to be a comic-book accurate portrayal, that would be irrelevant if it was genuinely a good movie. But far from being a masterpiece , it doesn't quite manage even that. It fails not just as an inaccurate portrayal of the Joker's spirit or essence, but also as a film about a person going over the edge.The weakest aspect of the movie for me is the poor to average direction. The movie lacks any of the subtlety and nuance that I was hoping for and what unfolds is not as much character development as it is things happening to Arthur. A good example of the poor writing and direction is the very Trump-like and one-dimensional Thomas Wayne character. This first became obvious during a scene in which some people happened to know the entire lyrics to a clown song. In a movie that otherwise tries very hard to be realistic that felt very unnecessary and took me out of the experience and it felt very contrived and predictable after that. It takes too many obvious liberties and plot conveniences to move the story forward in an unnatural and unrefined way, and ultimately felt like they tried to disguise the poor writing and direction with a dark and gritty atmosphere instead of those elements complementing each other.The only reason to watch this movie is Phoenix's performance, which while not groundbreaking is good enough to earn an awards nomination or two. I wouldn't put it in the same league as Heath Ledger's portrayal but they were two very different roles and characters. Ledger made his joker seem effortless while one can really see the strain and work Phoenix puts in. To put it simply, Ledger made it seem natural and didn't look like he was acting while with Phoenix you really know that he is, even to the extent that it may seem like overacting at times. Perhaps owing to the more physical nature of this version of whoever this character is supposed to be, that's not necessarily a criticism.Overall an average film at best that pretends to be a lot more. I don't see this one ageing well or being remembered decades later the way Fight Club or the Scorsese movies it's ""inspired"" by, or CBM's like Dark Knight or Logan or even Tim Burton's Batman, are remembered today."
"2006","Joker",3,"I don't get what everyone else seems to be seeing.","I do agree that Joaquin's performance was great, very well done and not an easy part to pull off. That however, was the only good part of the film. Movie was dark as I expected, but so much SLOW dialog it was putting me to sleep. Parts of the movie were VERY predictable, though a couple (literally two) of surprises that were good but didn't out weigh a very slow moving poorly laid out story. I say skip this one and wait for it to hit the other subscription services, I'd ask for my money back but I did stay till the end."
"2007","Joker",10,"Amazing movie","Best acting and story. This is an Oscar winning movie"
"2008","Joker",10,"Masterpiece","Yesterday was that day, when I understand, that I have touched history. This movie will drag you in your deepest thoughts, in your darkest secrets and suffering. This masterpiece will grind you, like a meat grinder and you will watch it in silence and with open mouth. Like the whole cinema will.
I don't like comics movie, marvel is very pompous, absurd and insipid. In my opinion. It's not an art, it's just an attraction. As DC movies was too. But now DC made history, the made art and made drama.
To be more understandable. When you watch for example Avengers or League of Justice you are eating McDonald's hamburger. But when you watch Joker you are eating 1000$ stake in the most luxurious restaurant in the world."
"2009","Joker",10,"Spectacular, awesome, fantastic","The reality, far from fiction!! That what's made the movie,,, the oscar winner actor made a new joker rivalry with heath ledger joker, better joker in some people opinion.. piece of art"
